"refseq_gene_id","ensembl_gene_id","external_gene_name","entrezgene"
"","ENSMUSG00000029471","Camkk2",207565
"","ENSMUSG00000029472","Anapc5",59008
"","ENSMUSG00000029474","Rnf34",80751
"","ENSMUSG00000029475","Kdm2b",30841
"","ENSMUSG00000029477","Morn3",74890
"","ENSMUSG00000029478","Ncor2",20602
"","ENSMUSG00000029480","Dhx37",208144
"","ENSMUSG00000029482","Aacs",78894
"","ENSMUSG00000029484","Anxa3",11745
"","ENSMUSG00000029486","Mrpl1",94061
"","ENSMUSG00000029491","Pde6b",18587
"","ENSMUSG00000029499","Pxmp2",19301
"","ENSMUSG00000029500","Pgam5",72542
"","ENSMUSG00000029501","Ankle2",71782
"","ENSMUSG00000029502","Golga3",269682
"","ENSMUSG00000029503","P2rx2",231602
"","ENSMUSG00000029504","Ddx51",69663
"","ENSMUSG00000029505","Ep400",75560
"","ENSMUSG00000029507","Pus1",56361
"","ENSMUSG00000029510","Gpc2",71951
"","ENSMUSG00000029512","Ulk1",22241
"","ENSMUSG00000029513","Prkab1",19079
"","ENSMUSG00000029516","Cit",12704
"","ENSMUSG00000029518","Rab35",77407
"","ENSMUSG00000029521","Chek2",50883
"","ENSMUSG00000029522","Pla2g1b",18778
"","ENSMUSG00000029524","Sirt4",75387
"","ENSMUSG00000029526","1700123K08Rik",76658
"","ENSMUSG00000029528","Pxn",19303
"","ENSMUSG00000029530","Ccr9",12769
"","ENSMUSG00000029534","St7",64213
"","ENSMUSG00000029538","Srsf9",108014
"","ENSMUSG00000029541","Cyp2w1",545817
"","ENSMUSG00000029544","Cabp1",29867
"","ENSMUSG00000029545","Acads",11409
"","ENSMUSG00000029546","Uncx",22255
"","ENSMUSG00000029547","Ints1",68510
"","ENSMUSG00000029550","Sppl3",74585
"","ENSMUSG00000029551","Psmg3",66506
"","ENSMUSG00000029552","Tes",21753
"","ENSMUSG00000029553","Tfec",21426
"","ENSMUSG00000029554","Mad1l1",17120
"","ENSMUSG00000029556","Hnf1a",21405
"","ENSMUSG00000029559","2210016L21Rik",72357
"","ENSMUSG00000029560","Snx8",NA
"","ENSMUSG00000029561","Oasl2",23962
"","ENSMUSG00000029563","Foxp2",114142
"","ENSMUSG00000029564","4930519G04Rik",67593
"","ENSMUSG00000029569","Tmem168",101118
"","ENSMUSG00000029570","Lfng",16848
"","ENSMUSG00000029571","Tmem106b",71900
"","ENSMUSG00000029575","Mmab",77697
"","ENSMUSG00000029576","Radil",231858
"","ENSMUSG00000029577","Ube3b",117146
"","ENSMUSG00000029578","Wipi2",74781
"","ENSMUSG00000029580","Actb",11461
"","ENSMUSG00000029581","Fscn1",14086
"","ENSMUSG00000029586","Spdye4b",330228
"","ENSMUSG00000029587","Zfp12",231866
"","ENSMUSG00000029591","Ung",22256
"","ENSMUSG00000029592","Usp30",100756
"","ENSMUSG00000029594","Rbm19",74111
"","ENSMUSG00000029596","Sdsl",257635
"","ENSMUSG00000029597","Sds",231691
"","ENSMUSG00000029598","Plbd2",71772
"","ENSMUSG00000029599","Ddx54",71990
"","ENSMUSG00000029600","Rita1",100764
"","ENSMUSG00000029601","Iqcd",75732
"","ENSMUSG00000029602","Rasal1",19415
"","ENSMUSG00000029603","Dtx1",14357
"","ENSMUSG00000029605","Oas1b",23961
"","ENSMUSG00000029607","Ankrd61",66729
"","ENSMUSG00000029608","Rph3a",19894
"","ENSMUSG00000029610","Aimp2",231872
"","ENSMUSG00000029613","Eif2ak1",15467
"","ENSMUSG00000029614","Rpl6",19988
"","ENSMUSG00000029616","Erp29",67397
"","ENSMUSG00000029617","Ccz1",231874
"","ENSMUSG00000029618","Ocm",18261
"","ENSMUSG00000029621","Arpc1a",56443
"","ENSMUSG00000029622","Arpc1b",11867
"","ENSMUSG00000029623","Pdap1",231887
"","ENSMUSG00000029624","Ptcd1",71799
"","ENSMUSG00000029625","Cpsf4",54188
"","ENSMUSG00000029627","Zkscan14",67235
"","ENSMUSG00000029629","Phf14",75725
"","ENSMUSG00000029630","Cyp3a25",56388
"","ENSMUSG00000029632","Ndufa4",17992
"","ENSMUSG00000029633","Gm5578",NA
"","ENSMUSG00000029634","Rnf6",74132
"","ENSMUSG00000029635","Cdk8",264064
"","ENSMUSG00000029638","Glcci1",170772
"","ENSMUSG00000029640","Usp12",22217
"","ENSMUSG00000029641","Rasl11a",68895
"","ENSMUSG00000029642","Polr1d",20018
"","ENSMUSG00000029647","Pan3",72587
"","ENSMUSG00000029648","Flt1",14254
"","ENSMUSG00000029649","Pomp",66537
"","ENSMUSG00000029650","Slc46a3",71706
"","ENSMUSG00000029651","Mtus2",77521
"","ENSMUSG00000029655","N4bp2l2",381695
"","ENSMUSG00000029656","C8b",110382
"","ENSMUSG00000029657","Hsph1",15505
"","ENSMUSG00000029658","Wdr95",381693
"","ENSMUSG00000029659","Medag",70717
"","ENSMUSG00000029660","Tex26",75860
"","ENSMUSG00000029661","Col1a2",12843
"","ENSMUSG00000029663","Gngt1",14699
"","ENSMUSG00000029664","Tfpi2",21789
"","ENSMUSG00000029669","Tspan12",269831
"","ENSMUSG00000029670","Ing3",71777
"","ENSMUSG00000029671","Wnt16",93735
"","ENSMUSG00000029672","Fam3c",27999
"","ENSMUSG00000029673","Auts2",NA
"","ENSMUSG00000029674","Limk1",16885
"","ENSMUSG00000029675","Eln",13717
"","ENSMUSG00000029676","Pot1a",101185
"","ENSMUSG00000029678","Hyal5",74468
"","ENSMUSG00000029681","Bcl7b",12054
"","ENSMUSG00000029682","Spam1",20690
"","ENSMUSG00000029684","Wasl",73178
"","ENSMUSG00000029685","Asb15",78910
"","ENSMUSG00000029686","Cul1",26965
"","ENSMUSG00000029687","Ezh2",14056
"","ENSMUSG00000029695","Aass",30956
"","ENSMUSG00000029699","Ssc4d",109267
"","ENSMUSG00000029700","Slc13a1",55961
"","ENSMUSG00000029701","Rbm28",68272
"","ENSMUSG00000029703","Lrwd1",71735
"","ENSMUSG00000029705","Cux1",13047
"","ENSMUSG00000029706","Pax4",18506
"","ENSMUSG00000029707","Fscn3",56223
"","ENSMUSG00000029708","Gcc1",74375
"","ENSMUSG00000029710","Ephb4",13846
"","ENSMUSG00000029711","Epo",13856
"","ENSMUSG00000029712","Actl6b",83766
"","ENSMUSG00000029713","Gnb2",14693
"","ENSMUSG00000029714","Gigyf1",57330
"","ENSMUSG00000029715","Pop7",74097
"","ENSMUSG00000029716","Tfr2",50765
"","ENSMUSG00000029718","Pcolce",18542
"","ENSMUSG00000029722","Agfg2",231801
"","ENSMUSG00000029723","Tsc22d4",78829
"","ENSMUSG00000029725","Ppp1r35",69871
"","ENSMUSG00000029726","Mepce",231803
"","ENSMUSG00000029729","Zkscan1",74570
"","ENSMUSG00000029730","Mcm7",17220
"","ENSMUSG00000029735","Tpk1",29807
"","ENSMUSG00000029736","Nobox",18291
"","ENSMUSG00000029752","Asns",27053
"","ENSMUSG00000029754","Dlx6",13396
"","ENSMUSG00000029755","Dlx5",13395
"","ENSMUSG00000029757","Dync1i1",13426
"","ENSMUSG00000029759","Pon3",269823
"","ENSMUSG00000029761","Cald1",109624
"","ENSMUSG00000029762","Akr1b8",14187
"","ENSMUSG00000029763","Exoc4",20336
"","ENSMUSG00000029765","Plxna4",243743
"","ENSMUSG00000029766","1700012A03Rik",76382
"","ENSMUSG00000029767","Calu",12321
"","ENSMUSG00000029769","Ccdc136",232664
"","ENSMUSG00000029771","Irf5",27056
"","ENSMUSG00000029772","Ahcyl2",74340
"","ENSMUSG00000029775","Klhdc10",76788
"","ENSMUSG00000029776","Hibadh",58875
"","ENSMUSG00000029777","Gars",353172
"","ENSMUSG00000029778","Adcyap1r1",11517
"","ENSMUSG00000029780","Nt5c3",107569
"","ENSMUSG00000029781","Fkbp9",27055
"","ENSMUSG00000029782","Tmem209",72649
"","ENSMUSG00000029784","Ssmem1",75647
"","ENSMUSG00000029787","Avl9",78937
"","ENSMUSG00000029788","Cpa5",74649
"","ENSMUSG00000029790","Cep41",83922
"","ENSMUSG00000029797","Sspo",243369
"","ENSMUSG00000029798","Herc6",67138
"","ENSMUSG00000029802","Abcg2",26357
"","ENSMUSG00000029804","Herc3",73998
"","ENSMUSG00000029810","Tmem176b",65963
"","ENSMUSG00000029811","Aoc1",76507
"","ENSMUSG00000029814","Igf2bp3",140488
"","ENSMUSG00000029815","Malsu1",75593
"","ENSMUSG00000029816","Gpnmb",93695
"","ENSMUSG00000029817","Tra2a",101214
"","ENSMUSG00000029821","Gsdme",54722
"","ENSMUSG00000029822","Osbpl3",71720
"","ENSMUSG00000029823","Luc7l2",192196
"","ENSMUSG00000029826","Zc3hav1",78781
"","ENSMUSG00000029830","Svopl",320590
"","ENSMUSG00000029832","Nfe2l3",18025
"","ENSMUSG00000029833","Trim24",21848
"","ENSMUSG00000029836","Cbx3",12417
"","ENSMUSG00000029837","1700111E14Rik",NA
"","ENSMUSG00000029838","Ptn",19242
"","ENSMUSG00000029840","Mtpn",14489
"","ENSMUSG00000029843","Slc13a4",243755
"","ENSMUSG00000029847","Slc23a4",243753
"","ENSMUSG00000029848","Stra8",20899
"","ENSMUSG00000029851","Tcaf2",232748
"","ENSMUSG00000029859","Epha1",13835
"","ENSMUSG00000029860","Zyx",22793
"","ENSMUSG00000029862","Clcn1",12723
"","ENSMUSG00000029863","Casp2",12366
"","ENSMUSG00000029864","Gstk1",76263
"","ENSMUSG00000029866","Kel",23925
"","ENSMUSG00000029868","Trpv6",NA
"","ENSMUSG00000029869","Ephb6",13848
"","ENSMUSG00000029878","Dbpht2",NA
"","ENSMUSG00000029883","1700074P13Rik",73481
"","ENSMUSG00000029909","Prss37",67690
"","ENSMUSG00000029910","Mad2l1",56150
"","ENSMUSG00000029911","Ssbp1",381760
"","ENSMUSG00000029913","Prdm5",70779
"","ENSMUSG00000029915","Clec5a",23845
"","ENSMUSG00000029916","Agk",69923
"","ENSMUSG00000029917","C130060K24Rik",243407
"","ENSMUSG00000029918","Mrps33",14548
"","ENSMUSG00000029919","Hpgds",54486
"","ENSMUSG00000029920","Smarcad1",13990
"","ENSMUSG00000029922","Mkrn1",54484
"","ENSMUSG00000029924","Slc37a3",72144
"","ENSMUSG00000029925","Tbxas1",21391
"","ENSMUSG00000029992","Gfpt1",14583
"","ENSMUSG00000029993","Nfu1",56748
"","ENSMUSG00000029994","Anxa4",11746
"","ENSMUSG00000029998","Pcyox1",66881
"","ENSMUSG00000029999","Tgfa",21802
"","ENSMUSG00000030000","Add2",11519
"","ENSMUSG00000030001","Figla",26910
"","ENSMUSG00000030002","Dusp11",72102
"","ENSMUSG00000030007","Cct7",12468
"","ENSMUSG00000030008","Pradc1",73327
"","ENSMUSG00000030016","Zfp638",18139
"","ENSMUSG00000030017","Reg3g",19695
"","ENSMUSG00000030022","Adamts9",101401
"","ENSMUSG00000030029","Lrig1",16206
"","ENSMUSG00000030030","1700003E16Rik",71837
"","ENSMUSG00000030031","Kbtbd8",243574
"","ENSMUSG00000030032","Wdr54",75659
"","ENSMUSG00000030034","Ino80b",70020
"","ENSMUSG00000030035","Wbp1",22377
"","ENSMUSG00000030036","Mogs",57377
"","ENSMUSG00000030037","Mrpl53",68499
"","ENSMUSG00000030041","M1ap",110958
"","ENSMUSG00000030042","Pole4",66979
"","ENSMUSG00000030043","Tacr1",21336
"","ENSMUSG00000030045","Mrpl19",56284
"","ENSMUSG00000030047","Arhgap25",232201
"","ENSMUSG00000030051","Aplf",72103
"","ENSMUSG00000030055","Rab43",69834
"","ENSMUSG00000030056","Isy1",57905
"","ENSMUSG00000030057","Cnbp",12785
"","ENSMUSG00000030058","Copg1",54161
"","ENSMUSG00000030059","Tmf1",232286
"","ENSMUSG00000030060","Hmces",232210
"","ENSMUSG00000030061","Uba3",22200
"","ENSMUSG00000030062","Rpn1",103963
"","ENSMUSG00000030064","Frmd4b",232288
"","ENSMUSG00000030067","Foxp1",108655
"","ENSMUSG00000030068","Gm20696",NA
"","ENSMUSG00000030069","Prok2",50501
"","ENSMUSG00000030074","Gxylt2",232313
"","ENSMUSG00000030075","Cntn3",18488
"","ENSMUSG00000030077","Chl1",12661
"","ENSMUSG00000030079","Ruvbl1",56505
"","ENSMUSG00000030082","Sec61a1",53421
"","ENSMUSG00000030083","Abtb1",80283
"","ENSMUSG00000030084","Plxna1",18844
"","ENSMUSG00000030086","Chchd6",66098
"","ENSMUSG00000030087","Klf15",66277
"","ENSMUSG00000030088","Aldh1l1",107747
"","ENSMUSG00000030091","Nup210",54563
"","ENSMUSG00000030092","Cntn6",53870
"","ENSMUSG00000030093","Wnt7a",22421
"","ENSMUSG00000030094","Xpc",22591
"","ENSMUSG00000030095","Tmem43",74122
"","ENSMUSG00000030096","Slc6a6",21366
"","ENSMUSG00000030098","Grip2",243547
"","ENSMUSG00000030101","Sumf1",58911
"","ENSMUSG00000030102","Itpr1",16438
"","ENSMUSG00000030103","Bhlhe40",20893
"","ENSMUSG00000030104","Edem1",192193
"","ENSMUSG00000030105","Arl8b",67166
"","ENSMUSG00000030107","Usp18",24110
"","ENSMUSG00000030108","Slc6a13",14412
"","ENSMUSG00000030109","Slc6a12",14411
"","ENSMUSG00000030111","A2m",232345
"","ENSMUSG00000030116","Mfap5",50530
"","ENSMUSG00000030117","Gdf3",14562
"","ENSMUSG00000030120","Mlf2",30853
"","ENSMUSG00000030122","Ptms",69202
"","ENSMUSG00000030123","Plxnd1",67784
"","ENSMUSG00000030124","Lag3",16768
"","ENSMUSG00000030125","Lrrc23",16977
"","ENSMUSG00000030126","Tmcc1",330401
"","ENSMUSG00000030127","Cops7a",26894
"","ENSMUSG00000030134","Rasgef1a",70727
"","ENSMUSG00000030138","Bms1",213895
"","ENSMUSG00000030142","Clec4e",56619
"","ENSMUSG00000030144","Clec4d",17474
"","ENSMUSG00000030145","Zfp248",72720
"","ENSMUSG00000030148","Clec4a2",26888
"","ENSMUSG00000030149","Klrk1",27007
"","ENSMUSG00000030154","Klrb1f",232408
"","ENSMUSG00000030156","Cd69",12515
"","ENSMUSG00000030159","Clec1b",56760
"","ENSMUSG00000030160","Tmem52b",330428
"","ENSMUSG00000030161","Gabarapl1",57436
"","ENSMUSG00000030162","Olr1",108078
"","ENSMUSG00000030165","Klrd1",16643
"","ENSMUSG00000030166","Rad52",19365
"","ENSMUSG00000030167","Klrc1",16641
"","ENSMUSG00000030168","Adipor2",68465
"","ENSMUSG00000030170","Wnt5b",22419
"","ENSMUSG00000030172","Erc1",111173
"","ENSMUSG00000030173","Klra5",16636
"","ENSMUSG00000030177","Ccdc77",67200
"","ENSMUSG00000030178","Klra13-ps",NA
"","ENSMUSG00000030180","Kdm5a",214899
"","ENSMUSG00000030188","Magohb",66441
"","ENSMUSG00000030189","Ybx3",56449
"","ENSMUSG00000030199","Etv6",14011
"","ENSMUSG00000030200","Bcl2l14",66813
"","ENSMUSG00000030201","Lrp6",16974
"","ENSMUSG00000030203","Dusp16",70686
"","ENSMUSG00000030204","Ddx47",67755
"","ENSMUSG00000030206","Gsg1",14840
"","ENSMUSG00000030207","Fam234b",74525
"","ENSMUSG00000030208","Emp1",13730
"","ENSMUSG00000030209","Grin2b",14812
"","ENSMUSG00000030213","Atf7ip",54343
"","ENSMUSG00000030214","Plbd1",66857
"","ENSMUSG00000030216","Wbp11",60321
"","ENSMUSG00000030218","Mgp",17313
"","ENSMUSG00000030219","Erp27",69187
"","ENSMUSG00000030220","Arhgdib",11857
"","ENSMUSG00000030222","Rerg",232441
"","ENSMUSG00000030223","Ptpro",19277
"","ENSMUSG00000030224","Strap",20901
"","ENSMUSG00000030225","Dera",232449
"","ENSMUSG00000030226","Lmo3",109593
"","ENSMUSG00000030228","Pik3c2g",18705
"","ENSMUSG00000030230","Plcz1",114875
"","ENSMUSG00000030231","Plekha5",109135
"","ENSMUSG00000030232","Aebp2",11569
"","ENSMUSG00000030235","Slco1c1",58807
"","ENSMUSG00000030236","Slco1b2",28253
"","ENSMUSG00000030237","Slco1a4",28250
"","ENSMUSG00000030243","Recql",19691
"","ENSMUSG00000030244","Gys2",232493
"","ENSMUSG00000030245","Golt1b",66964
"","ENSMUSG00000030246","Ldhb",16832
"","ENSMUSG00000030247","Kcnj8",16523
"","ENSMUSG00000030249","Abcc9",20928
"","ENSMUSG00000030254","Rad18",58186
"","ENSMUSG00000030255","Sspn",16651
"","ENSMUSG00000030256","Bhlhe41",79362
"","ENSMUSG00000030257","Srgap3",259302
"","ENSMUSG00000030259","Rassf8",71323
"","ENSMUSG00000030263","Lrmp",16970
"","ENSMUSG00000030264","Thumpd3",14911
"","ENSMUSG00000030265","Kras",16653
"","ENSMUSG00000030268","Bcat1",12035
"","ENSMUSG00000030269","Mtmr14",97287
"","ENSMUSG00000030270","Cpne9",211232
"","ENSMUSG00000030271","Ogg1",18294
"","ENSMUSG00000030272","Camk1",52163
"","ENSMUSG00000030275","Etnk1",75320
"","ENSMUSG00000030276","Ttll3",101100
"","ENSMUSG00000030278","Cidec",14311
"","ENSMUSG00000030279","C2cd5",74741
"","ENSMUSG00000030281","Il17rc",171095
"","ENSMUSG00000030282","Cmas",12764
"","ENSMUSG00000030283","St8sia1",20449
"","ENSMUSG00000030284","Creld1",171508
"","ENSMUSG00000030286","Emc3",66087
"","ENSMUSG00000030287","Itpr2",16439
"","ENSMUSG00000030291","Med21",108098
"","ENSMUSG00000030292","Smco2",69371
"","ENSMUSG00000030298","Sec13",110379
"","ENSMUSG00000030301","Ccdc91",67015
"","ENSMUSG00000030302","Atp2b2",11941
"","ENSMUSG00000030303","Far2",330450
"","ENSMUSG00000030304","Ergic2",67456
"","ENSMUSG00000030306","Tmtc1",387314
"","ENSMUSG00000030307","Slc6a11",243616
"","ENSMUSG00000030309","Caprin2",232560
"","ENSMUSG00000030310","Slc6a1",232333
"","ENSMUSG00000030313","Dennd5b",320560
"","ENSMUSG00000030314","Atg7",74244
"","ENSMUSG00000030315","Vgll4",232334
"","ENSMUSG00000030316","Tamm41",68971
"","ENSMUSG00000030317","Timp4",110595
"","ENSMUSG00000030321","Efcab12",212516
"","ENSMUSG00000030322","Mbd4",17193
"","ENSMUSG00000030323","Ift122",81896
"","ENSMUSG00000030324","Rho",212541
"","ENSMUSG00000030325","Klrb1c",17059
"","ENSMUSG00000030327","Necap1",67602
"","ENSMUSG00000030329","Pianp",319352
"","ENSMUSG00000030330","Ing4",28019
"","ENSMUSG00000030335","Mrpl51",66493
"","ENSMUSG00000030336","Cd27",21940
"","ENSMUSG00000030337","Vamp1",22317
"","ENSMUSG00000030339","Ltbr",17000
"","ENSMUSG00000030340","Scnn1a",20276
"","ENSMUSG00000030341","Tnfrsf1a",21937
"","ENSMUSG00000030342","Cd9",12527
"","ENSMUSG00000030344","Akap3",11642
"","ENSMUSG00000030345","Dyrk4",101320
"","ENSMUSG00000030346","Rad51ap1",19362
"","ENSMUSG00000030347","D6Wsu163e",28040
"","ENSMUSG00000030351","Tspan11",68498
"","ENSMUSG00000030352","Tspan9",109246
"","ENSMUSG00000030353","Tead4",21679
"","ENSMUSG00000030357","Fkbp4",14228
"","ENSMUSG00000030359","Pzp",11287
"","ENSMUSG00000030361","Klrb1a",17057
"","ENSMUSG00000030363","Clec2j",NA
"","ENSMUSG00000030364","Clec2h",94071
"","ENSMUSG00000030365","Clec2i",93675
"","ENSMUSG00000030374","Strn4",97387
"","ENSMUSG00000030378","Sult2a8",76971
"","ENSMUSG00000030380","Mzf1",109889
"","ENSMUSG00000030382","Slc27a5",26459
"","ENSMUSG00000030386","Zfp606",67370
"","ENSMUSG00000030397","Mark4",232944
"","ENSMUSG00000030399","Ckm",12715
"","ENSMUSG00000030400","Ercc2",13871
"","ENSMUSG00000030401","Rtn2",20167
"","ENSMUSG00000030402","Ppm1n",232941
"","ENSMUSG00000030403","Vasp",22323
"","ENSMUSG00000030406","Gipr",381853
"","ENSMUSG00000030407","Qpctl",67369
"","ENSMUSG00000030409","Dmpk",13400
"","ENSMUSG00000030410","Dmwd",13401
"","ENSMUSG00000030411","Nova2",384569
"","ENSMUSG00000030413","Pglyrp1",21946
"","ENSMUSG00000030417","Pdcd5",56330
"","ENSMUSG00000030417","Pdcd5",100042424
"","ENSMUSG00000030421","Uri1",19777
"","ENSMUSG00000030423","Pop4",66161
"","ENSMUSG00000030424","Zfp939",NA
"","ENSMUSG00000030427","Lilra6",18726
"","ENSMUSG00000030428","Ttyh1",57776
"","ENSMUSG00000030431","Tmem238",664968
"","ENSMUSG00000030432","Rpl28",19943
"","ENSMUSG00000030433","Sbk2",381836
"","ENSMUSG00000030435","U2af2",22185
"","ENSMUSG00000030443","Zfp583",213011
"","ENSMUSG00000030446","Zfp273",212569
"","ENSMUSG00000030447","Cyfip1",20430
"","ENSMUSG00000030450","Oca2",18431
"","ENSMUSG00000030451","Herc2",15204
"","ENSMUSG00000030452","Nipa2",93790
"","ENSMUSG00000030463","4933421I07Rik",71162
"","ENSMUSG00000030465","Psd3",234353
"","ENSMUSG00000030468","Siglecg",243958
"","ENSMUSG00000030469","Zfp719",210105
"","ENSMUSG00000030470","Csrp3",13009
"","ENSMUSG00000030471","Zdhhc13",243983
"","ENSMUSG00000030474","Siglece",83382
"","ENSMUSG00000030483","Cyp2b10",13088
"","ENSMUSG00000030486","Zfp108",54678
"","ENSMUSG00000030491","Tdrd12",71981
"","ENSMUSG00000030492","Slc7a9",30962
"","ENSMUSG00000030493","Faap24",101831
"","ENSMUSG00000030494","Rhpn2",52428
"","ENSMUSG00000030495","Slc7a10",53896
"","ENSMUSG00000030498","Gas2",14453
"","ENSMUSG00000030499","Kctd15",233107
"","ENSMUSG00000030500","Slc17a6",140919
"","ENSMUSG00000030505","Prmt3",71974
"","ENSMUSG00000030509","Asb7",117589
"","ENSMUSG00000030510","Cers3",545975
"","ENSMUSG00000030512","Snrpa1",68981
"","ENSMUSG00000030513","Pcsk6",18553
"","ENSMUSG00000030515","Tarsl2",272396
"","ENSMUSG00000030516","Tjp1",21872
"","ENSMUSG00000030518","Fam189a1",70638
"","ENSMUSG00000030519","Apba2",11784
"","ENSMUSG00000030521","Mphosph10",67973
"","ENSMUSG00000030522","Mtmr10",233315
"","ENSMUSG00000030523","Trpm1",17364
"","ENSMUSG00000030525","Chrna7",11441
"","ENSMUSG00000030527","Crtc3",70461
"","ENSMUSG00000030528","Blm",12144
"","ENSMUSG00000030530","Furin",18550
"","ENSMUSG00000030532","Hddc3",68695
"","ENSMUSG00000030533","Unc45a",101869
"","ENSMUSG00000030534","Vps33b",233405
"","ENSMUSG00000030536","Iqgap1",29875
"","ENSMUSG00000030538","Cib1",23991
"","ENSMUSG00000030539","Sema4b",20352
"","ENSMUSG00000030541","Idh2",269951
"","ENSMUSG00000030545","Pex11a",18631
"","ENSMUSG00000030546","Plin1",103968
"","ENSMUSG00000030549","Rhcg",56315
"","ENSMUSG00000030551","Nr2f2",11819
"","ENSMUSG00000030553","Pgpep1l",78444
"","ENSMUSG00000030554","Synm",233335
"","ENSMUSG00000030555","Ttc23",67009
"","ENSMUSG00000030556","Lrrc28",67867
"","ENSMUSG00000030557","Mef2a",17258
"","ENSMUSG00000030559","Rab38",72433
"","ENSMUSG00000030560","Ctsc",13032
"","ENSMUSG00000030562","Nox4",50490
"","ENSMUSG00000030577","Cd22",12483
"","ENSMUSG00000030579","Tyrobp",22177
"","ENSMUSG00000030583","Sipa1l3",74206
"","ENSMUSG00000030584","Dpf1",29861
"","ENSMUSG00000030587","2200002D01Rik",72275
"","ENSMUSG00000030588","Yif1b",77254
"","ENSMUSG00000030589","Rasgrp4",233046
"","ENSMUSG00000030590","Fam98c",73833
"","ENSMUSG00000030591","Psmd8",57296
"","ENSMUSG00000030592","Ryr1",20190
"","ENSMUSG00000030595","Nfkbib",18036
"","ENSMUSG00000030598","Fbxo17",50760
"","ENSMUSG00000030600","Lrfn1",80749
"","ENSMUSG00000030602","Pak4",70584
"","ENSMUSG00000030603","Psmc4",23996
"","ENSMUSG00000030604","Zfp626",71163
"","ENSMUSG00000030605","Mfge8",17304
"","ENSMUSG00000030606","Hapln3",67666
"","ENSMUSG00000030607","Acan",11595
"","ENSMUSG00000030609","Aen",68048
"","ENSMUSG00000030610","Det1",76375
"","ENSMUSG00000030611","Mrps11",67994
"","ENSMUSG00000030612","Mrpl46",67308
"","ENSMUSG00000030613","Ccdc90b",66365
"","ENSMUSG00000030614","Tmem126b",68472
"","ENSMUSG00000030615","Tmem126a",66271
"","ENSMUSG00000030616","Sytl2",83671
"","ENSMUSG00000030617","Ccdc83",75338
"","ENSMUSG00000030619","Eed",13626
"","ENSMUSG00000030621","Me3",109264
"","ENSMUSG00000030623","Prss23os",NA
"","ENSMUSG00000030629","Zfand6",65098
"","ENSMUSG00000030630","Fah",14085
"","ENSMUSG00000030636","1700010L04Rik",NA
"","ENSMUSG00000030638","Sh3gl3",NA
"","ENSMUSG00000030641","Ddias",74041
"","ENSMUSG00000030643","Rab30",75985
"","ENSMUSG00000030647","Ndufc2",68197
"","ENSMUSG00000030649","Anapc15",75430
"","ENSMUSG00000030650","Tmc5",74424
"","ENSMUSG00000030651","Art2b",11872
"","ENSMUSG00000030652","Coq7",12850
"","ENSMUSG00000030654","Arl6ip1",54208
"","ENSMUSG00000030655","Smg1",233789
"","ENSMUSG00000030657","Xylt1",233781
"","ENSMUSG00000030659","Nucb2",53322
"","ENSMUSG00000030660","Pik3c2a",18704
"","ENSMUSG00000030662","Ipo5",70572
"","ENSMUSG00000030663","1110004F10Rik",56372
"","ENSMUSG00000030664","Sox6os",NA
"","ENSMUSG00000030666","Calcb",116903
"","ENSMUSG00000030669","Calca",12310
"","ENSMUSG00000030670","Cyp2r1",244209
"","ENSMUSG00000030671","Pde3b",18576
"","ENSMUSG00000030672","Mylpf",17907
"","ENSMUSG00000030674","Qprt",67375
"","ENSMUSG00000030677","Kif22",110033
"","ENSMUSG00000030678","Maz",17188
"","ENSMUSG00000030680","Pagr1a",NA
"","ENSMUSG00000030681","Mvp",78388
"","ENSMUSG00000030682","Cdipt",52858
"","ENSMUSG00000030683","Sez6l2",233878
"","ENSMUSG00000030685","Kctd13",233877
"","ENSMUSG00000030688","Stard10",56018
"","ENSMUSG00000030689","Ino80e",233875
"","ENSMUSG00000030691","Fchsd2",207278
"","ENSMUSG00000030695","Aldoa",11674
"","ENSMUSG00000030697","Ppp4c",56420
"","ENSMUSG00000030699","Tbx6",21389
"","ENSMUSG00000030701","Plekhb1",27276
"","ENSMUSG00000030703","Gdpd3",68616
"","ENSMUSG00000030704","Rab6a",19346
"","ENSMUSG00000030706","Mrpl48",52443
"","ENSMUSG00000030707","Coro1a",12721
"","ENSMUSG00000030708","Dnajb13",69387
"","ENSMUSG00000030711","Sult1a1",20887
"","ENSMUSG00000030714","Sgf29",75565
"","ENSMUSG00000030717","Nupr1",56312
"","ENSMUSG00000030718","Ppme1",72590
"","ENSMUSG00000030720","Cln3",12752
"","ENSMUSG00000030722","Nfatc2ip",18020
"","ENSMUSG00000030724","Cd19",12478
"","ENSMUSG00000030725","Lipt2",67164
"","ENSMUSG00000030726","Pold3",67967
"","ENSMUSG00000030727","Rabep2",70314
"","ENSMUSG00000030729","Pgm2l1",70974
"","ENSMUSG00000030730","Atp2a1",11937
"","ENSMUSG00000030731","Syt3",20981
"","ENSMUSG00000030732","Chrdl2",69121
"","ENSMUSG00000030733","Sh2b1",20399
"","ENSMUSG00000030735","Gm9755",NA
"","ENSMUSG00000030737","Slco2b1",101488
"","ENSMUSG00000030738","Eif3c",56347
"","ENSMUSG00000030739","Myh14",71960
"","ENSMUSG00000030741","Spns1",73658
"","ENSMUSG00000030742","Lat",16797
"","ENSMUSG00000030744","Rps3",27050
"","ENSMUSG00000030745","Il21r",60504
"","ENSMUSG00000030747","Dgat2",67800
